,0,1,2,3,4
0,7.0,7.0,7.0,8.0,8.0
1,4.0,4.0,4.0,6.0,6.0
2,5.0,6.0,6.0,6.0,8.0
3,5.0,5.0,6.0,7.0,7.0
4,4.0,5.0,5.0,5.0,6.0
