,0,1,2,3,4
0,1.0,1.0264208347602988,1.0264208347602988,1.1281173250607865,1.1030059264441496
1,1.0671610453823117,1.1102006588746274,1.203040992025789,1.5483165211046708,1.7736782148072059
2,1.9849689930513807,2.146231857749061,2.385276010605824,2.448164190701563,2.51763397151692
3,1.0,1.0,1.0524208747663022,1.0292706264155413,1.064741078714072
4,1.552194722472226,1.4992477541213687,1.6798997796985404,1.9833212691485376,2.1645369465693522
5,1.9285963178237506,1.9631287205468548,2.1451777714084916,2.2361609029159912,2.354488301946324
6,1.0476970023725325,1.1362344837624294,1.3716209525582383,1.525800032726006,1.7022361666886945
7,1.4432896557346915,1.4926231832752686,1.6039933470305745,1.9403571490210103,2.1432300469162002
8,1.1442417243884395,1.1607988161002019,1.382780810763125,1.581813576151865,1.78919342328001
9,2.6291403873898265,2.570761626435272,2.8565324492065454,3.1451464023261804,3.1493385594421426
