,0,1,2,3,4
0,1.0,2.0,2.0,2.0,2.0
1,2.0,3.0,3.0,4.0,4.0
2,3.0,3.0,4.0,4.0,3.0
3,1.0,1.0,3.0,3.0,3.0
4,2.0,2.0,3.0,4.0,4.0
5,2.0,3.0,3.0,3.0,3.0
6,2.0,2.0,3.0,3.0,3.0
7,2.0,3.0,4.0,3.0,4.0
8,2.0,3.0,3.0,3.0,3.0
9,3.0,3.0,4.0,4.0,4.0
