,0,1,2,3,4
0,3.0,3.0,3.0,2.0,2.0
1,1.0,1.0,1.0,1.0,1.0
2,1.0,2.0,2.0,3.0,3.0
3,2.0,2.0,2.0,2.0,9.0
4,1.0,2.0,1.0,2.0,3.0
