,0,1,2,3,4
0,1.0000695024211266,1.8663459563793587,2.134415049171318,2.4052232535189564,2.3855034297839524
1,1.0,2.4314566901730155,2.343588615845376,2.4374593480522853,2.533394526440725
2,1.0,1.744834662941685,1.9610564066525067,2.3043291624651525,2.2704962476211032
3,1.0001039270020933,1.9760342004975398,2.085746668944739,2.085334267191102,2.3314729048225336
4,1.0000893034841347,2.742119763105649,2.8330429693181807,2.9334580448820575,2.8637193947452766
5,1.0,1.9164619486790573,1.9234234287672582,1.8757788996108575,1.9849996006145385
6,1.0,2.188793730879102,2.0419894988602336,2.1162419461190316,2.225050747833022
7,1.0,1.4642849137430918,1.202899696248027,1.1955693164857208,1.1977306149168843
8,1.000067771253123,1.560410401479413,1.6909198799775091,1.8527728668229548,1.9372268806719513
9,1.0,2.9536745230834067,2.6131926749132486,2.9012186284075376,3.0031661080587324
