,0,1,2,3,4,5,6,7,8,9
0,4.401952895079101,4.401952895079101,4.401952895079101,4.401952895079101,4.401952895079101,4.401952895079101,4.401952895079101,4.401952895079101,4.401952895079101,4.401952895079101
1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2,3.06254854183273,3.06254854183273,3.06254854183273,3.06254854183273,3.06254854183273,3.06254854183273,3.06254854183273,3.06254854183273,3.06254854183273,3.06254854183273
3,4.318330739757727,4.318330739757727,4.318330739757727,4.318330739757727,4.318330739757727,4.318330739757727,4.318330739757727,4.318330739757727,4.318330739757727,4.318330739757727
4,3.0188063994766536,3.0188063994766536,3.0188063994766536,3.0188063994766536,3.0188063994766536,3.0188063994766536,3.0188063994766536,3.0188063994766536,3.0188063994766536,3.0188063994766536
5,1.8420227750373133,1.8420227750373133,1.8420227750373133,1.8420227750373133,1.8420227750373133,1.8420227750373133,1.8420227750373133,1.8420227750373133,1.8420227750373133,1.8420227750373133
6,1.4255161290258895,1.4255161290258895,1.4255161290258895,1.4255161290258895,1.4255161290258895,1.4255161290258895,1.4255161290258895,1.4255161290258895,1.4255161290258895,1.4255161290258895
7,2.069373522889666,2.069373522889666,2.069373522889666,2.069373522889666,2.069373522889666,2.069373522889666,2.069373522889666,2.069373522889666,2.069373522889666,2.069373522889666
8,3.3844267237521484,3.3844267237521484,3.3844267237521484,3.3844267237521484,3.3844267237521484,3.3844267237521484,3.3844267237521484,3.3844267237521484,3.3844267237521484,3.3844267237521484
9,3.741095901896181,3.741095901896181,3.741095901896181,3.741095901896181,3.741095901896181,3.741095901896181,3.741095901896181,3.741095901896181,3.741095901896181,3.741095901896181
