,0,1,2,3,4
0,1.0,1.8924493841168388,2.168939264764256,2.4378546189465,2.4214734092517984
1,1.0,2.45569250035055,2.361466832481846,2.455217915431276,2.5530307925244125
2,1.0,1.7688800409404435,1.9992977632986226,2.362087548427068,2.3225059945294273
3,1.0,1.991069399221607,2.1103143709307073,2.102121153347332,2.36768287759379
4,1.0,2.7500222338278992,2.8403031786660433,2.9459565811358095,2.874278801380364
5,1.0,1.9337507130877414,1.9348812297137674,1.8858335738658378,1.999643299943357
6,1.0,2.201005385083533,2.045168579180422,2.12784234425852,2.248012908103864
7,1.0,1.4772334041229542,1.2149456186956735,1.2195590741658024,1.2241145759797054
8,1.0,1.5815552883873245,1.7154034855817593,1.8812526901940516,1.970073504429544
9,1.0,2.97188665540119,2.62584508569915,2.9319800806471368,3.017797419371075
