,0,1,2,3,4
0,1.0,2.502391945104842,2.5651237053211156,2.8267431905253244,2.573228226177405
1,1.0,1.0359171993267637,3.4213253158366874,4.302345394069296,4.074651301627577
2,1.0000566670977125,1.963005028922517,2.0020629342399365,2.263921697713678,2.3520118051106533
3,1.0,1.9042341634111082,1.8275494980435334,1.7590065050061376,1.944659584573249
4,1.0000548006166379,1.4104974960234469,1.5362772187827363,1.668779876757624,1.6977364922294595
5,1.0000487414189465,1.5172317517177705,1.8202847461890381,1.8577505438817532,1.8290214870387786
6,1.0,1.9520329038297408,1.881901607351002,1.7570540357040083,1.6043721635560102
7,1.0,1.205052894806292,2.939630315314804,2.853865259174276,2.7704457139325167
8,1.0,1.5593318544536332,1.9999649300394435,1.8852156952192411,1.7632299118531622
9,1.0,2.9583299454899117,2.8901679333330104,2.931216507433442,2.936409910771741
