,0,1,2,3,4
0,1.9982930117565874,3.427759428806192,3.4983145272695957,3.518381135313968,3.52787818375764
1,1.0,2.5680729244104286,2.717357304303444,2.7595919971066825,2.779806107817379
2,1.034590492679398,2.5818819842320724,2.6373967172875084,2.665303377068396,2.6827163940093017
3,1.1676370369870848,3.863569058257221,3.8765566577674666,3.880476210779069,3.882320626787698
4,1.0,1.9675241188704973,2.113612600716569,2.158351631480257,2.1801012462054374
5,1.942190279455333,3.075534790152111,3.1739083284978933,3.202816700637774,3.216537917657735
6,1.3244835811854847,2.9462211859861,2.95176204243988,2.953423641197353,2.9542028114783854
7,1.320520211914715,3.0272783183351892,3.152815241830316,3.1864063117779278,3.20205888336463
8,1.2761561893245952,3.4532489943613016,3.5083650008102913,3.5247855115992897,3.5325919175691682
9,1.3824428762219594,2.5658576733917893,2.6154443755841164,2.629908137863214,2.6366916258051787
