,0,1,2,3,4
0,4.0,5.0,5.0,5.0,5.0
1,4.0,5.0,5.0,5.0,5.0
2,3.0,5.0,5.0,5.0,5.0
3,4.0,5.0,5.0,5.0,5.0
4,2.0,5.0,5.0,5.0,5.0
