,0,1,2,3,4
0,1.0,1.0,1.0,1.0,1.0145317894278827
1,1.0,1.0,1.0,1.0,1.0
2,1.0,1.0,1.0,1.0,1.0564478443280516
3,1.0,1.0,1.0145317894278827,1.0,1.0
4,1.0,1.0145317894278827,1.0413282104551314,1.0564478443280516,1.0
